job_id,company,title,location,date_posted,applicants,seniority_level,employment_type,job_function,industries,company_website,workplace_type,description
4206892379,ADM,"IT Lead - Automation Erlanger, KY OR Decatur, IL (On-Site)","Erlanger, KY",1 week ago,Be among the first 25 applicants,Not Applicable,Full-time,Information Technology,Food and Beverage Manufacturing,,,"Technology Leaders: Collaborates with technology leaders such as Architecture & Engineering groups to align automation initiatives with the overall technology strategy and business objectives. Regularly communicates progress, challenges, and opportunities.
MADJV Teams: Works closely with the MADJV (Mergers, Acquisitions, Divestitures, and Joint Ventures) teams to support technology integration during organizational changes. Ensures that automation tools are effectively implemented in new or restructured entities.
OT Teams: Partners with Operational Technology (OT) teams to integrate automation solutions into operational processes. Ensures that automation tools enhance operational efficiency and reliability.
MFG Automation Teams: Coordinates with Manufacturing (MFG) Automation teams to support the Industry 4.0 initiative. Ensures that automation solutions are aligned with manufacturing goals and improve production processes.
Peer Operation Teams: Maintains positive relationships with peer operation teams to ensure smooth day-to-day operations. Collaborates on resolving hardware and software issues and improving support processes.
IT Support Groups: Works with various IT support groups to ensure that automation tools are properly supported and maintained. Develops good working relationships to facilitate effective problem-solving and knowledge sharing.
Monitor day to day Operations ticket flows and team members communications to assure alignment to the FMO GT Operating model.
End Users: Interacts with end users to understand their needs and ensure that automation solutions meet their requirements. Provides technical support and training to help users effectively utilize automation tools.
Vendors: Manages relationships with third-party vendors to ensure that automation tools and technologies are delivered and supported effectively. Handles escalated issues and negotiates contracts and service agreements.
Project Teams: Leads and participates in project teams to manage the implementation of automation solutions. Ensures that projects are completed on time, within budget, and meet quality standards.
Cross-Functional Teams: Collaborates with cross-functional teams, including finance, HR, and operations, to ensure that automation initiatives are integrated into broader business processes and strategies.
Educational Background: A Bachelor's degree in Information Technology, Computer Science, Engineering, or additional years of Equivalent IT work experience.
Experience: Minimum of 5-8 years of experience in IT.
Technical Expertise: In-depth knowledge of automation tools and technologies, including but not limited to Infrastructure, RPA (Robotic Process Automation), AI/ML (Artificial Intelligence/Machine Learning), and cloud-based automation solutions.
Project Management: Proven experience in managing large-scale projects, including budgeting, scheduling, and resource allocation.
Leadership Skills: Strong leadership and team management skills, with the ability to inspire and motivate a diverse team.
Communication Skills: Excellent verbal and written communication skills, with the ability to effectively communicate complex technical concepts to non-technical stakeholders.
Problem-Solving: Strong analytical and problem-solving skills, with a proactive approach to identifying and addressing issues.
Monitor day to day Operations ticket flows and team members communications to assure alignment to the FMO GT Operating model.
Collaboration: Ability to work collaboratively with cross-functional teams and build strong relationships with key stakeholders.
Adaptability: Flexibility to adapt to changing business needs and evolving technology landscapes.
Industry Knowledge: Familiarity with industry best practices and trends in automation and technology.
Certifications: Certifications such as PMP (Project Management Professional), ITIL (Information Technology Infrastructure Library), or certifications in specific automation tools (e.g., UiPath Certified Professional, AWS Certified DevOps Engineer).levant certifications such as PMP (Project Management Professional), ITIL (Information Technology Infrastructure Library), or certifications in specific automation tools are a plus.
Travel: Willingness to travel as needed to achieve business objectives.
Cloud-Based Automation: Knowledge of cloud platforms (e.g., AWS, Azure, Google Cloud) and experience in leveraging cloud native automation services primarily in PowerAutomate, Azure Functions, Logic Apps, Azure Resource Manager, AWS Lambda, AWS CloudFormation.
Scripting Languages: Proficiency in scripting languages such as Yaml, JSON, Python, PowerShell, or Bash for automation tasks.
Programming Languages: Familiarity with programming languages like .Net, Java, C#, or JavaScript for developing custom automation solutions.
Infrastructure as Code (IaC): Experience with IaC automation practices such as HCL -Terraform, Ansible – Yaml Playbooks, Azure – Bicep, for provisioning and management of infrastructure resources.
Automation Platforms: Proficiency in managing orchestration platforms life cycle management Terraform, Ansible Automation Platform, Pulumi ensuring upgrades, cost, user management across large scale environments.
CI/CD Pipelines: Knowledge of DevSecOps practices to provide continuous integration and continuous deployment patterns using GitHub, Azure DevOps platforms.
Monitoring Tools: Proficiency primarily in Dynatrace, Datadog, CA unified infrastructure management, Application Monitoring and Splunk tools to provide full stack observability for Infrastructure and Application monitoring.
Management Platforms: Experience with IT service management (ITSM) platforms like ServiceNow and enhance business processes improving Self Service automation workflows.
Data Integration: Knowledge of data integration tools such as Zena, Azure Data Factory, SAP Data services and techniques to ensure data quality, batch automated data workflows.
Analytics Tools: Familiarity with analytics and business intelligence tools such as Tableau, Power BI, or Qlik.
Security Best Practices: Understanding of security best practices for automation, including secure coding, access controls, and vulnerability management aligning DevSecOps standards.
Compliance Standards: Knowledge of compliance standards relevant to automation, such as GDPR, HIPAA, or ISO 27001.
Network Automation: Experience with network automation tools and protocols, such as Cisco DNAC, ACI, SDN, or NetConf.
Project Planning: Ability to plan, execute, and manage large-scale automation projects, including budgeting, scheduling, and resource allocation.
Agile Methodologies: Familiarity with Agile project management methodologies and tools like Azure & GitHub boards, JIRA. Plan and Prioritize tasks estimating deliverables.
Cross-Functional Collaboration: Ability to work collaboratively with cross-functional teams, including IT, operations, finance, and HR.
Stakeholder Management: Strong skills in managing relationships with key stakeholders, including technology leaders, vendors, and end users ensuring continuous delivery, feedback, and improvement.
Physical wellness – medical/Rx, dental, vision and on-site wellness center access or gym reimbursement (as applicable).
Financial wellness – flexible spending accounts, health savings account, 401(k) with matching contributions and cash balance plan, discounted employee stock purchasing program, life insurance, disability, workers’ compensation, legal assistance, identity theft protection.
Mental and social wellness – Employee Assistance Program (EAP), Employee Resource Groups (ERGs) and Colleague Giving Programs (ADM Cares).
Paid time off including paid holidays.
Adoption assistance and paid maternity and parental leave.
Tuition assistance.
Company-sponsored training and development resources, such as LinkedIn Learning, language training and mentoring programs."
4221290576,Western & Southern Financial Group,Software Developer III (Microfocus COBOL),"Cincinnati, OH",1 week ago,Be among the first 25 applicants,Mid-Senior level,Full-time,Information Technology,Insurance and Financial Services,,,"Job Description:
Produces or modifies computer programs of all sizes and complexity. Solves systems and program problems. Recommends courses of action on new application jobs, while considering the total system spectrum, from source document origination to final systems output and handling. Handles a moderate level of research, analysis, definition and documentation on all facets of the job. Works with some supervision and is responsible for making a moderate range of decisions, escalating to Manager when necessary and updating Manager on a regular basis.
What you will do:
Researches, designs, defines, develops, tests, documents and implements new computer applications or changes to existing applications following Western & Southern Financial Group (W&SFG) standards.
Installs software packages and/or personal computer software.
Assures that hardware and software operate efficiently.
Utilizes programming tools effectively to ensure accuracy and enhance productivity.
Assembles and analyzes data relating to processing problems, soliciting help as needed from IT and business unit associates.
Consults and/or advises business unit associates by written and/or oral communication on inquiries concerning existing or proposed systems.
Participates and contributes in committee meetings on developmental projects, large-scale improvement projects and internal IT technical committees.
Provides training to other programming staff or business unit associates on technical topics or systems definition.
Handles several assignments with varying deadlines simultaneously.
Qualifications:
Bachelor's Degree Or commensurate selection criteria experience.
Proven programming experience with COBOL(e.g., research, design, gathering requirements, working with business units, developing programs, testing, documentation, production support). Cite examples demonstrating this experience.
Demonstrated ability to advise programming associates on both technical (e.g., writing programs, testing standards) and application (e.g., business knowledge, system definition) facets of the job.
Demonstrated experience working effectively within a team. Provide examples of motivating co-workers in difficult situations.
Demonstrated analytical skills, including experience identifying, defining and quantifying problems; collecting or interpreting data, establishing facts, and providing effective solutions.
Demonstrated ability to document procedures and activities in a manner that is understandable to others and prepared using a prescribed format, demonstrating use of the English language to include exemplary knowledge, in verbal and written format, of the elements of grammar, punctuation, diction and spelling proficiency.
Demonstrates growing verbal and written communication skills; occasionally conveys information to internal and external customers in a clear, accurate, focused and concise manner.
Ability to work on several deadlines with moderate supervision. -
Continually performs an activity such as transcribing, viewing a computer terminal and extensive reading. Visual acuity is required to determine accuracy, neatness and thoroughness of work assigned.
Proficient in specific programming languages required by the individual business unit. -
Proficient in word processing and spreadsheet applications. -
Work Setting/Position Demands:
Works in an office setting and remains in a stationary position for long periods of time while working at a desk, on a computer or with other standard office equipment, or while in meetings.
Requires the ability to verbally communicate and exchange accurate information to customers and associates on a regular basis.
Requires visual acuity to read and interpret a variety of correspondence, procedures, reports and forms via paper and electronic documents, visual inspection involving small defects; small parts, and/or operation of machinery (including inspection); using measurement devices continuously. Visual acuity is required to determine accuracy, neatness, and thoroughness of work assigned.
Requires the ability to prepare written correspondence, reports and forms using prescribed formats and conforming to rules of punctuation, grammar, diction, and style on a regular basis.
Requires the ability to apply principles of logical thinking to define problems, collect data, establish facts, and draw valid conclusions
Performs substantial movement of wrists, hands, and fingers for continuous computer work.
Extended hours required during peak workloads or special projects/events.
Travel Requirements:
None"
4184345784,WP Engine,Sr. Software Engineer (Back-End/WordPress),"Cincinnati, OH",2 weeks ago,Be among the first 25 applicants,Mid-Senior level,Full-time,Engineering and Information Technology,Information Technology & Services,,,"Work closely with Product Management, Engineering Management, and an agile development team to deliver impactful software rapidly and iteratively
Drive results by seeking out and anticipating roadblocks, and identifying improvements to increase efficiency
Write, test, and maintain software applications that are resilient, robust, and perform at scale
Apply specialized knowledge to understand, analyze and solve dynamic challenges
Constantly look for opportunities to improve operational efficiency through automation and optimization of code
Encourage and drive the implementation of industry leading engineering practices
4+ years of writing software using Agile practices to deliver high quality software addressing customer needs
Deep understanding of the inner workings of WordPress and how users build with it
PHP, JavaScript, TypeScript + the ability to quickly adapt to new software language requirements
Familiarity with cloud technologies and services - GCP, AWS, Kubernetes, etc.
Excellent written and oral communication skills, with experience working with a remote team
Experience leading and presenting to peers and immediate managers
Experience working with CI/CD, testing, deployment pipelines"
4208963051,Synchrony,"AVP, Model Validation","Cincinnati, OH",1 month ago,Be among the first 25 applicants,Not Applicable,Full-time,Finance,Financial Services,,,"Serve as a key contributor to perform full scope end-to-end model review, annual review, ongoing monitoring model performance etc. for both internally and vendor-developed models, including new and existing, statistical/ML or non-statistical models with effective challenges to identify potentials issues requiring further investigation, and resolve problems
Lead and supervise the full scope validation and other reviews, be held full accountability on the validation quality, and drive the timeline and completion of the projects with minimal guidance from the review manager/supervisors
Provide supportive coaching and guidance to junior team members by offering mentorship, training, and constructive performance . Facilitate continuous improvement by addressing challenges and fostering a supportive team environment.
Perform in-depth analyses on model methodologies, assumptions, and performance trends based on large datasets and identify key model risk, limitations and issues for in-house developed models as well as third-party models with proprietary nature.
Keep pace with the latest model developments and validation practice in academic , regulatory environment and financial services industries to provide technical consultation and process improvement to MRM
Provide support during regulatory examinations and internal audits of the model validation process by preparing necessary documentation, addressing inquiries and assisting in remediation of observations, etc.
Collaborate and engage with various Synchrony functional teams to uncover, highlight, and identify model risk associated with models. Keep maintenance of relevant model and model validation documentation, perform in depth analysis and reports to support discussions on key analytics and model risks.
Perform other duties and/or special projects as assigned.
Support model governance initiatives and perform other duties and/or special projects as assigned.
Master's degree (or foreign equivalent) in Statistics, Mathematics, Data Science or related quantitative field and 4+ years' experience in model development / model validation experience in financial services, banking, or retail; in lieu of a Master’s degree, 8 years’ experience in model development / model validation experience in financial services, banking, or retail
Strong understanding and application of quantitative analysis methods or approaches in relation to credit loss /reserve/recovery models, CECL, etc.
Strong programing skills with 4+ years’ hands-on and proven experience utilizing Python, Spark , SAS, SQL, AWS, Data Lake to perform statistical analysis and manage complex or large amounts of data
4 years’ experience with the application of US regulatory requirements for Model Risk Management
Advanced knowledge of Regulatory requirements for Model Risk Management (SR 11-7, OCC 2011-12, etc), CCAR, etc.
5+ years of proven experience in Model Risk Management or model development in the financial services industry including both analytic/modeling/quantitative experience and governance or other credit/financial discipline.
Solid knowledge and experience of credit loss models such as Loss forecasting (PD/LGD/EAD. CECL, Roll rate, etc), Stress testing, Allowance, and other models including AML model and collection models, etc.
Experience in project management, including demonstrated ability to develop actionable plan to meet high level objectives, strong execution, and timeline sensitive deliverables.
Sharp focus on accuracy with extreme attention to detail.
Excellent written and oral communication and presentation skills.
You must be 18 years or older
You must have a high school diploma or equivalent
You must be willing to take a drug test, submit to a background investigation and submit fingerprints as part of the onboarding process
You must be able to satisfy the requirements of Section 19 of the Federal Deposit Insurance Act.
New hires (Level 4-7) must have 9 months of continuous service with the company before they are eligible to post on other roles. Once this new hire time in position requirement is met, the associate will have a minimum 6 months’ time in position before they can post for future non-exempt roles. Employees, level 8 or greater, must have at least 18 months’ time in position before they can post. All internal employees must consistently meet performance expectations and have approval from your manager to post (or the approval of your manager and HR if you don’t meet the time in position or performance expectations).
Federal law requires employers to provide reasonable accommodation to qualified individuals with disabilities. Please tell us if you require a reasonable accommodation to apply for a job or to perform your job. Examples of reasonable accommodation include making a change to the application process or work procedures, providing documents in an alternate format, using a sign language interpreter, or using specialized equipment.
If you need special accommodations, please call our Career Support Line so that we can discuss your specific situation. We can be reached at 1-866-301-5627. Representatives are available from 8am – 5pm Monday to Friday, Central Standard Time"
4208961434,Synchrony,"AVP, Model Validation","Cincinnati, OH",1 month ago,Be among the first 25 applicants,Not Applicable,Full-time,Finance,Financial Services,,,"Serve as a key contributor to perform full scope end-to-end model review, annual review, ongoing monitoring model performance etc. for both internally and vendor-developed models, including new and existing, statistical/ML or non-statistical models with effective challenges to identify potentials issues requiring further investigation, and resolve problems
Lead and supervise the full scope validation and other reviews, be held full accountability on the validation quality, and drive the timeline and completion of the projects with minimal guidance from the review manager/supervisors
Provide supportive coaching and guidance to junior team members by offering mentorship, training, and constructive performance . Facilitate continuous improvement by addressing challenges and fostering a supportive team environment.
Perform in-depth analyses on model methodologies, assumptions, and performance trends based on large datasets and identify key model risk, limitations and issues for in-house developed models as well as third-party models with proprietary nature.
Keep pace with the latest model developments and validation practice in academic , regulatory environment and financial services industries to provide technical consultation and process improvement to MRM
Provide support during regulatory examinations and internal audits of the model validation process by preparing necessary documentation, addressing inquiries and assisting in remediation of observations, etc.
Collaborate and engage with various Synchrony functional teams to uncover, highlight, and identify model risk associated with models. Keep maintenance of relevant model and model validation documentation, perform in depth analysis and reports to support discussions on key analytics and model risks.
Perform other duties and/or special projects as assigned.
Support model governance initiatives and perform other duties and/or special projects as assigned.
Master's degree (or foreign equivalent) in Statistics, Mathematics, Data Science or related quantitative field and 4+ years' experience in model development / model validation experience in financial services, banking, or retail; in lieu of a Master’s degree, 8 years’ experience in model development / model validation experience in financial services, banking, or retail
Strong understanding and application of quantitative analysis methods or approaches in relation to credit loss /reserve/recovery models, CECL, etc.
Strong programing skills with 4+ years’ hands-on and proven experience utilizing Python, Spark , SAS, SQL, AWS, Data Lake to perform statistical analysis and manage complex or large amounts of data
4 years’ experience with the application of US regulatory requirements for Model Risk Management
Advanced knowledge of Regulatory requirements for Model Risk Management (SR 11-7, OCC 2011-12, etc), CCAR, etc.
5+ years of proven experience in Model Risk Management or model development in the financial services industry including both analytic/modeling/quantitative experience and governance or other credit/financial discipline.
Solid knowledge and experience of credit loss models such as Loss forecasting (PD/LGD/EAD. CECL, Roll rate, etc), Stress testing, Allowance, and other models including AML model and collection models, etc.
Experience in project management, including demonstrated ability to develop actionable plan to meet high level objectives, strong execution, and timeline sensitive deliverables.
Sharp focus on accuracy with extreme attention to detail.
Excellent written and oral communication and presentation skills.
You must be 18 years or older
You must have a high school diploma or equivalent
You must be willing to take a drug test, submit to a background investigation and submit fingerprints as part of the onboarding process
You must be able to satisfy the requirements of Section 19 of the Federal Deposit Insurance Act.
New hires (Level 4-7) must have 9 months of continuous service with the company before they are eligible to post on other roles. Once this new hire time in position requirement is met, the associate will have a minimum 6 months’ time in position before they can post for future non-exempt roles. Employees, level 8 or greater, must have at least 18 months’ time in position before they can post. All internal employees must consistently meet performance expectations and have approval from your manager to post (or the approval of your manager and HR if you don’t meet the time in position or performance expectations).
Federal law requires employers to provide reasonable accommodation to qualified individuals with disabilities. Please tell us if you require a reasonable accommodation to apply for a job or to perform your job. Examples of reasonable accommodation include making a change to the application process or work procedures, providing documents in an alternate format, using a sign language interpreter, or using specialized equipment.
If you need special accommodations, please call our Career Support Line so that we can discuss your specific situation. We can be reached at 1-866-301-5627. Representatives are available from 8am – 5pm Monday to Friday, Central Standard Time"
4196957661,Databricks,Delivery Solutions Architect - Data & AI,"Cincinnati, OH",2 weeks ago,Be among the first 25 applicants,Mid-Senior level,Full-time,Engineering and Information Technology,Software Development,,,"Engage with Solutions Architects to understand the full use case demand plan for prioritised customers
Lead the post-technical win technical account strategy and execution plan for the majority of Databricks use cases within our most strategic accounts
Be the accountable technical leader assigned to specific use cases and customer(s) across multiple selling teams and internal stakeholders, creating certainty from uncertainty and driving onboarding, enablement, success, go-live and healthy consumption of the workloads where the customer has made the decision to consume Databricks
Be the first contact for any technical issues or questions related to production/go live status of agreed upon use cases within an account, oftentimes services multiple use cases within the largest and most complex organizations
Leverage both Shared Services, User Education, Onboarding/Technical Services and Support resources, along with escalating to expert level technical experts to build the right tasks that are beyond your scope of activities or expertise
Create, own and execute a point-of-view as to how key use cases can be accelerated into production, coordinating with Professional Services (PS) resources on the delivery of PS Engagement proposals
Navigate Databricks Product and Engineering teams for new product Innovations, private previews and upgrade needs
Develop an execution plan that covers all activities of all customer-facing technical roles and teams to cover the below work streams:
Main use cases moving from ‘win’ to production
Enablement / user growth plan
Product adoption (strategy and activities to increase adoption of Databricks’ Lakehouse vision)
Organic needs for current investment (e.g. cloud cost control, tuning & optimization)
Executive and operational governance
Provide internal and external updates - KPI reporting on the status of usage and customer health, covering investment status, important risks, product adoption and use case progression - to your Technical GM
5+ years of experience where you have been accountable for technical project / program delivery within the domain of Data and AI and where you can contribute to technical debate and design choices with customers
Programming experience in Python, SQL or Scala
Experience in a customer-facing pre-sales, technical architecture, customer success, or consulting role
Understanding of solution architecture related distributed data systems
Understanding of how to attribute business value and outcomes to specific project deliverables
Technical program, or project management including account, stakeholder and resource management accountability
Experience resolving complex and important escalation with senior customer executives
Experience conducting open-ended discovery workshops, creating strategic roadmaps, conducting business analysis and managing delivery of complex programmes/projects
Track record of overachievement against quota, Goals or similar objective targets
Bachelor's degree in Computer Science, Information Systems, Engineering, or equivalent experience through work experience
Can travel up to 30% when needed"
4217337398,Siemens Digital Industries Software,AI Architect – Software Engineering Development Tools,"Milford, OH",1 week ago,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,Software Development,,,"AI Tool Development: Design and implement AI-powered tools to enhance software development processes, including code generation, optimization, testing, and deployment.
Architecture Design: Define and maintain robust architectures for scalable, efficient, and reliable software engineering tools.
Security Integration: Proactively identify and address potential security vulnerabilities in AI-powered tools, ensuring compliance with best practices for secure software development.
Collaboration: Work closely with software developers, DevOps teams, and other stakeholders to understand challenges and identify opportunities to introduce AI-driven solutions.
Machine Learning Models: Develop and integrate machine learning models into tools to solve complex software engineering problems (e.g., bug detection, automated code review, and refactoring).
Prototype and Testing: Build prototypes to validate concepts, and perform rigorous testing to ensure reliability, scalability, and usability.
Technical Leadership: Provide guidance on AI best practices and ensure alignment with industry trends and company goals.
Documentation and Training: Document the architecture, processes, and tools developed, and provide training to teams for effective use.
Education: MSc, or Ph.D. in Computer Engineering, Computer Science, Software Engineering, Artificial Intelligence, or a related field.
Experience:
Proven experience in AI/ML development and application.
Background in developing tools or platforms for software engineering.
Experience with large language models (LLMs) and natural language processing (NLP).
Technical Skills:
Proficiency in Python, Java, or similar programming languages.
Familiarity with AI/ML frameworks (TensorFlow, PyTorch, etc.).
Expertise in software development lifecycle (SDLC) and CI/CD pipelines.
Knowledge of cloud platforms (AWS, Azure, Google Cloud) and containerization (Docker, Kubernetes).
Experience with APIs and integrations for development environments like IDEs or version control systems.
Soft Skills: Strong problem-solving skills, excellent communication, and a passion for innovation and automation.
Experience with tools like GitHub Copilot, Tabnine, or similar.
Knowledge of advanced algorithms and optimization techniques.
Contributions to open-source software engineering tools or AI frameworks."
4212780005,Canonical,Senior Software Engineer - MAAS,"Cincinnati, OH",3 weeks ago,Be among the first 25 applicants,Mid-Senior level,Full-time,Engineering and Information Technology,Software Development,,,"Develop MAAS core components and features to make MAAS the #1 bare metal cloud system.
Shape the architecture of MAAS to make it simpler, faster and easier to use.
Collaborate with other teams to ensure MAAS works well with other tools and is released on time.
Contribute your improvements to our continuous integration environment, tests and practices, to maintain fast feedback and good test coverage.
Contribute to documentation of current and existing features, making it world-class resource for Data Centre operators and users.
Provide technical communication and collaboration with other teams where appropriate.
Take personal ownership of problems and drive them to solutions.
Travel internationally a few times a year to meet and collaborate with your and other teams.
Passionate about open source software, Linux, and Data Centre automation
Solid track record of professional software development experience in Python, Go for back-end roles, or TypeScript, React for front-end roles.
Capacity to learn quickly about new systems and techniques
Excellent logic, problem solving, and troubleshooting skills
Strong English language communication skills - both written and verbal
Experience with Linux server technologies, including but not limited to Virtualization (KVM), Containers (LXC), etc.
You have a Bachelor's or equivalent in Computer Science, STEM or similar degree
Knowledge of network technologies, including PXE, DHCP, TFTP, DNS, NTP
Some experience with Baseboard Management Controllers and Protocols (Redfish, IPMI, AMT and others)
Strong experience with networking, storage technologies and Cloud hosting and infrastructure.
Ideally, experience of large-scale physical server provisioning and automation, including rapid deployment, configuration, management and service orchestration.
Familiarity with some of the open source development tools and methodologies used in creation of several Ubuntu projects (MAAS, Juju, Ubuntu Server, LXD, Ubuntu Core), such as Launchpad, Debian packaging tools (APT, dpkg) and snapcraft.
An exceptional academic track record from both high school and preferably university.
Willingness to travel up to 4 times a year for internal events
Distributed work environment with twice-yearly team sprints in person
Personal learning and development budget of USD 2,000 per year
Annual compensation review
Recognition rewards
Annual holiday leave
Maternity and paternity leave
Team Member Assistance Program & Wellness Platform
Opportunity to travel to new locations to meet colleagues
Priority Pass and travel upgrades for long-haul company events"
4101371522,Jabil,"Hardware Test Engineer III (6PM-6AM, Monday - Thursday)","Florence, KY",4 months ago,Be among the first 25 applicants,Entry level,Part-time,Quality Assurance,"Appliances, Electrical, and Electronics Manufacturing",,,"402 Shift: (weekday, night schedule) 6:00PM to 6:00AM, Monday through Wednesday, and Monday through Thursday every other week.
For example: 36 hours week 1 (Monday - Wednesday), 48 hours on week 2 (Monday - Thursday), 36 hours week 3 (Monday - Wednesday), etc.
Occasional overtime may be required, depending on business needs.
Recruit and interview Test Engineers I & II.
Communicate criteria to recruiters for Process Technician position candidates.
Coach Test Engineers in the interviewing/hiring process.
Monitor team member turnover; identify key factors that can be improved; make improvements.
Identify individual and team strengths and development needs on an ongoing basis.
Create and/or validate training curriculum in area of responsibility.
Coach and mentor Test Engineers I & II to deliver excellence to every internal and external customer.
Establish clear measurable goals and objectives by which to determine individual and team results (i.e. operational metrics, results against project timelines, training documentation, attendance records, knowledge of operational roles and responsibilities, personal development goals).
Solicit ongoing feedback from Assistant Test Engineering Manager, Work Cell Manager (WCM), Business Unit Manager (BUM), peers and team member on team member’s contribution to the Work Cell team. Provide ongoing coaching and counseling to team members based on feedback.
Express pride in staff and encourage them to feel good about their accomplishments.
Perform team member evaluations professionally and on time.
Drive individuals and the team to continuously improve in key operational metrics and the achievement of the organizational goals.
Coordinate activities of large teams and keep them focused during times of crises.
Ensure recognition and rewards are managed fairly and consistently in area of responsibility.
Provide communication forum for the exchange of ideas and information with the department.
Organize verbal and written ideas clearly and use an appropriate business style.
Ask questions; encourage input from team members.
Assess communication style of individual team members and adapt own communication style accordingly.
Know and understand the campus strategic directions.
Define, develop and implement Test Engineering strategies, which contribute to the campus strategic directions.
Provide regular updates to Assistant Test Engineering Manager on the execution of the strategy.
Identify creative ways to reduce cost by streamlining processes and systems (i.e. modification of responsibilities or consolidation of tasks, elimination of non-value-added processes, or complete re-engineering of processes and systems).
Utilize tools to monitor departmental cost and cost trends, striving continuously to improve value.
Provide feedback to Assistant Test Engineering Manager on cost and cost trends.
Perform duties, which involve conventional engineering practices that may include a variety of complex duties from ICT, FVT, ESS to System level test.
Manage the engineering test function for standard and/or custom devices.
Through subordinate supervisors or professional staff, identify and evaluate test procedures and test equipment required to perform quality checks.
Compile and document data necessary to analyze performance and make recommendations for changes in the testing process.
Assist/spearhead in the development of special test equipment and software text programs as required for the successful completion of project.
Assist customer, setup training program for new product testing procedures.
Provide training and assist test engineers.
Act as the liaison and technical conduit for assigned customers.
Explore new avenues and test technologies for quality improvements on product assigned.
Perform detailed analysis on test quality of product assigned, identify trends and spearhead corrective actions.
Monitor, through assigned test engineer, all NPI activities.
Adhere to all safety and health rules and regulations associated with this position and as directed by supervisor.
Comply and follow all procedures within the company security policy.
Bachelor's of Science in Electronics Engineering, Electrical Engineering, Computer Engineering, or Computer Science from an accredited four-year college or university.
Five to ten years' experience in a hardware product development environment, preferably with enterprise server, storage or networking products.
Expertise with Linux and Linux Shell; capable of training technicians on Linux / Linux Shell basics.
Demonstrate the ability to apply principles of statistical analysis: collecting, analyzing, and interpreting data to make data-driven decisions.
Intermediate understanding of Bash and Python programming.
Display strong understanding of computer/server hardware concepts, functionality, and integration.
Experience working in a multi-site and multi-cultural environments.
Proven ability to work within a fast-paced and highly ambiguous business environment.
Medical, Dental, Prescription Drug, and Vision Insurance with HRA and HSA options
401K match
Employee Stock Purchase Plan
Paid Time Off
Tuition Reimbursement
Life, AD&D, and Disability Insurance
Commuter Benefits
Employee Assistance Program
Pet Insurance
Adoption Assistance
Annual Merit Increases
Community Volunteer Opportunities"
4196960365,Databricks,Delivery Solutions Architect - Retail,"Cincinnati, OH",2 weeks ago,Be among the first 25 applicants,Mid-Senior level,Full-time,Engineering and Information Technology,Software Development,,,"Engage with Solutions Architects to understand the full use case demand plan for prioritised customers
Lead the post-technical win technical account strategy and execution plan for the majority of Databricks use cases within our most strategic accounts
Be the accountable technical leader assigned to specific use cases and customer(s) across multiple selling teams and internal stakeholders, creating certainty from uncertainty and driving onboarding, enablement, success, go-live and healthy consumption of the workloads where the customer has made the decision to consume Databricks
Be the first contact for any technical issues or questions related to production/go live status of agreed upon use cases within an account, oftentimes services multiple use cases within the largest and most complex organizations
Leverage both Shared Services, User Education, Onboarding/Technical Services and Support resources, along with escalating to expert level technical experts to build the right tasks that are beyond your scope of activities or expertise
Create, own and execute a point-of-view as to how key use cases can be accelerated into production, coordinating with Professional Services (PS) resources on the delivery of PS Engagement proposals
Navigate Databricks Product and Engineering teams for new product Innovations, private previews and upgrade needs
Develop an execution plan that covers all activities of all customer-facing technical roles and teams to cover the below work streams:
Main use cases moving from ‘win’ to production
Enablement / user growth plan
Product adoption (strategy and activities to increase adoption of Databricks’ Lakehouse vision)
Organic needs for current investment (e.g. cloud cost control, tuning & optimization)
Executive and operational governance
Provide internal and external updates - KPI reporting on the status of usage and customer health, covering investment status, important risks, product adoption and use case progression - to your Technical GM
5+ years of experience where you have been accountable for technical project / program delivery within the domain of Data and AI and where you can contribute to technical debate and design choices with customers
Programming experience in Python, SQL or Scala
Experience in a customer-facing pre-sales, technical architecture, customer success, or consulting role
Understanding of solution architecture related distributed data systems
Understanding of how to attribute business value and outcomes to specific project deliverables
Technical program, or project management including account, stakeholder and resource management accountability
Experience resolving complex and important escalation with senior customer executives
Experience conducting open-ended discovery workshops, creating strategic roadmaps, conducting business analysis and managing delivery of complex programmes/projects
Track record of overachievement against quota, Goals or similar objective targets
Bachelor's degree in Computer Science, Information Systems, Engineering, or equivalent experience through work experience
Can travel up to 30% when needed"
